,Round Number,Date,Location,Home Team,Away Team,Result
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,1 - 2
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,2 - 1
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,3 - 0
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,2 - 4
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,1 - 1
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,1 - 1
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,3 - 0
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 0
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,0 - 2
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,1 - 2
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,0 - 3
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,3 - 0
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,1 - 1
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,3 - 2
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,2 - 0
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,0 - 0
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,2 - 1
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 1
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,3 - 2
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,1 - 2
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,1 - 1
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,2 - 0
