,Round Number,Date,Location,Home Team,Away Team,Result
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,2 - 1
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,4 - 0
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,2 - 0
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,0 - 2
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,2 - 1
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,2 - 0
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,2 - 3
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,1 - 0
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,3 - 0
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,2 - 0
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,1 - 1
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,1 - 1
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 2
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,0 - 0
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,3 - 0
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,0 - 0
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,5 - 1
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,0 - 0
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,1 - 2
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,1 - 0
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,1 - 1
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,0 - 0
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,3 - 1
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,1 - 1
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,2 - 1
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,1 - 2
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,4 - 0
