,Round Number,Date,Location,Home Team,Away Team,Result
332,34,13/04/2019 15:00,Turf Moor,Burnley,Cardiff,0 - 0
333,34,13/04/2019 15:00,Craven Cottage,Fulham,Everton,2 - 1
334,34,13/04/2019 15:00,St. Mary's Stadium,Southampton,Wolves,1 - 2
335,34,13/04/2019 17:30,Old Trafford,Man Utd,West Ham,4 - 0
336,34,14/04/2019 14:05,Selhurst Park,Crystal Palace,Man City,0 - 1
337,34,14/04/2019 16:30,Anfield,Liverpool,Chelsea,3 - 0
338,34,15/04/2019 20:00,Vicarage Road,Watford,Arsenal,2 - 1
339,35,20/04/2019 12:30,Etihad Stadium,Man City,Spurs,0 - 1
340,35,20/04/2019 15:00,Emirates Stadium,Arsenal,Crystal Palace,0 - 2
341,35,20/04/2019 15:00,Vitality Stadium,Bournemouth,Fulham,0 - 0
342,35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,3 - 0
343,35,20/04/2019 15:00,London Stadium,West Ham,Leicester,1 - 1
344,35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,1 - 1
345,35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,1 - 0
346,35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,1 - 0
347,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,1 - 0
348,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,2 - 1
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,3 - 1
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,3 - 0
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,3 - 0
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,3 - 4
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,0 - 0
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,2 - 1
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,1 - 0
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,2 - 0
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,1 - 4
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,0 - 3
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,3 - 3
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,3 - 3
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,2 - 2
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,0 - 1
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,2 - 2
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,2 - 1
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 2
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,7 - 0
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,4 - 0
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,0 - 2
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,2 - 2
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,2 - 2
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,2 - 0
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,2 - 0
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,2 - 2
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,1 - 2
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 0
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,5 - 1
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,1 - 2
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,2 - 2
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,2 - 2
