,Round Number,Date,Location,Home Team,Away Team,Result
342,35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,1 - 3
343,35,20/04/2019 15:00,London Stadium,West Ham,Leicester,1 - 0
344,35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,1 - 2
345,35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,1 - 0
346,35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,1 - 1
347,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,0 - 3
348,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,1 - 1
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,5 - 0
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,5 - 2
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,0 - 0
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,0 - 1
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,1 - 0
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,2 - 2
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,0 - 1
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,1 - 1
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,0 - 3
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,3 - 3
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,2 - 2
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,1 - 0
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,3 - 2
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,2 - 0
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,2 - 0
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,1 - 1
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,0 - 2
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,1 - 2
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,0 - 2
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,0 - 2
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,3 - 1
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,0 - 0
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,1 - 1
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,1 - 2
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,0 - 0
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,1 - 1
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 3
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,2 - 0
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,1 - 1
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,1 - 0
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,0 - 1
