,Round Number,Date,Location,Home Team,Away Team,Result
328,33,08/04/2019 20:00,Stamford Bridge,Chelsea,West Ham,0 - 0
329,34,12/04/2019 20:00,King Power Stadium,Leicester,Newcastle,0 - 1
330,34,13/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,Huddersfield,3 - 1
331,34,13/04/2019 15:00,Amex Stadium,Brighton,Bournemouth,3 - 0
332,34,13/04/2019 15:00,Turf Moor,Burnley,Cardiff,0 - 1
333,34,13/04/2019 15:00,Craven Cottage,Fulham,Everton,1 - 2
334,34,13/04/2019 15:00,St. Mary's Stadium,Southampton,Wolves,0 - 0
335,34,13/04/2019 17:30,Old Trafford,Man Utd,West Ham,2 - 1
336,34,14/04/2019 14:05,Selhurst Park,Crystal Palace,Man City,0 - 1
337,34,14/04/2019 16:30,Anfield,Liverpool,Chelsea,3 - 0
338,34,15/04/2019 20:00,Vicarage Road,Watford,Arsenal,0 - 0
339,35,20/04/2019 12:30,Etihad Stadium,Man City,Spurs,3 - 1
340,35,20/04/2019 15:00,Emirates Stadium,Arsenal,Crystal Palace,1 - 2
341,35,20/04/2019 15:00,Vitality Stadium,Bournemouth,Fulham,3 - 1
342,35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,0 - 2
343,35,20/04/2019 15:00,London Stadium,West Ham,Leicester,0 - 0
344,35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,1 - 2
345,35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,1 - 2
346,35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,1 - 3
347,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,0 - 0
348,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,1 - 1
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,4 - 1
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,3 - 0
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,2 - 2
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,0 - 2
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,6 - 0
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,4 - 2
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,1 - 2
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,2 - 2
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,1 - 2
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,1 - 2
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,0 - 1
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,1 - 1
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,3 - 2
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,1 - 4
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,0 - 4
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,0 - 1
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 3
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,1 - 2
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,1 - 2
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,1 - 2
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,4 - 0
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,0 - 1
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,1 - 2
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,0 - 3
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,0 - 2
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,1 - 2
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 0
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,1 - 0
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,0 - 1
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,1 - 2
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,0 - 4
