,Round Number,Date,Location,Home Team,Away Team,Result
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,0 - 0
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 2
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,2 - 2
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,1 - 0
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,6 - 2
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,1 - 2
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,1 - 1
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,0 - 2
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,1 - 1
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,1 - 4
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,1 - 0
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 0
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,1 - 1
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,2 - 1
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,2 - 0
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,3 - 0
