,Round Number,Date,Location,Home Team,Away Team,Result
347,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,0 - 4
348,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,2 - 3
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,3 - 4
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,7 - 1
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,2 - 0
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,2 - 2
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,1 - 0
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,4 - 3
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,0 - 2
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,0 - 1
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,1 - 3
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,2 - 0
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,3 - 3
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,3 - 2
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,1 - 1
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,2 - 0
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,1 - 2
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,1 - 3
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 1
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,1 - 0
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,0 - 0
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,1 - 0
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,0 - 1
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,0 - 1
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,1 - 3
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,2 - 1
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,1 - 2
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,4 - 1
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 4
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,1 - 2
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,2 - 2
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,2 - 2
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,5 - 0
