,Round Number,Date,Location,Home Team,Away Team,Result
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,1 - 2
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,3 - 2
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,3 - 1
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,0 - 2
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,2 - 1
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,0 - 0
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,4 - 1
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,2 - 1
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,2 - 1
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,3 - 2
