,Round Number,Date,Location,Home Team,Away Team,Result
334,34,13/04/2019 15:00,St. Mary's Stadium,Southampton,Wolves,1 - 0
335,34,13/04/2019 17:30,Old Trafford,Man Utd,West Ham,0 - 0
336,34,14/04/2019 14:05,Selhurst Park,Crystal Palace,Man City,0 - 3
337,34,14/04/2019 16:30,Anfield,Liverpool,Chelsea,1 - 0
338,34,15/04/2019 20:00,Vicarage Road,Watford,Arsenal,3 - 3
339,35,20/04/2019 12:30,Etihad Stadium,Man City,Spurs,1 - 3
340,35,20/04/2019 15:00,Emirates Stadium,Arsenal,Crystal Palace,1 - 1
341,35,20/04/2019 15:00,Vitality Stadium,Bournemouth,Fulham,3 - 1
342,35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,1 - 0
343,35,20/04/2019 15:00,London Stadium,West Ham,Leicester,1 - 2
344,35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,1 - 1
345,35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,2 - 2
346,35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,2 - 3
347,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,2 - 3
348,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,0 - 1
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,0 - 1
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,3 - 0
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,3 - 1
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,0 - 3
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,3 - 1
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,4 - 0
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,1 - 3
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,1 - 1
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,4 - 1
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,4 - 2
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,2 - 1
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,5 - 0
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,0 - 3
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,1 - 0
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,2 - 0
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,1 - 1
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,2 - 4
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,4 - 3
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,1 - 2
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,1 - 1
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,0 - 0
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,1 - 0
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,3 - 3
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,1 - 1
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,1 - 1
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,1 - 0
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,1 - 0
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,3 - 1
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,0 - 2
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,0 - 1
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,2 - 1
